"config_mistura","tipo_mistura","alpha","repeticao","proporcao_pool","n_real","n_syn","n_total_treino","correlacao","RMSE","MAE","slope_calibracao","media_lambda","sd_lambda"
"lambda_fixo_0.5","fixed",NA,20,0.25,275,828,1103,0.482241799037212,663.744738974928,525.121570321094,0.458542381894908,0.5,0
"lambda_fixo_0.5","fixed",NA,21,0.25,275,828,1103,0.40326438815323,697.417779108697,564.986958846979,0.389587858967075,0.5,0
"lambda_fixo_0.5","fixed",NA,22,0.25,275,828,1103,0.444631294217902,738.726610553354,584.633792110698,0.343967762210342,0.5,0
"lambda_fixo_0.5","fixed",NA,23,0.25,275,828,1103,0.275275953324513,793.65912538672,631.617170146894,0.239792511137686,0.5,0
"lambda_fixo_0.5","fixed",NA,24,0.25,275,828,1103,0.434303138469701,635.2197946871,492.010922283663,0.434983355247906,0.5,0
"lambda_fixo_0.5","fixed",NA,25,0.25,275,828,1103,0.466305929026109,631.09130314667,477.364320488698,0.539013838045128,0.5,0
"lambda_fixo_0.5","fixed",NA,26,0.25,275,828,1103,0.326124533413661,759.463114173302,609.158318340207,0.289124753984951,0.5,0
"lambda_fixo_0.5","fixed",NA,27,0.25,275,828,1103,0.407584100660373,685.619182083438,547.838432629678,0.390145617897801,0.5,0
"lambda_fixo_0.5","fixed",NA,28,0.25,275,828,1103,0.447323049430319,684.089549983797,540.597877892865,0.449794908748447,0.5,0
"lambda_fixo_0.5","fixed",NA,29,0.25,275,828,1103,0.462513666893814,679.998551703976,542.028962125254,0.412816446897053,0.5,0
"lambda_fixo_0.5","fixed",NA,30,0.25,275,828,1103,0.35756449854683,672.991961080624,536.922620220634,0.357292706755785,0.5,0
"lambda_fixo_0.5","fixed",NA,1,0.5,551,552,1103,0.477039737819449,702.913461523441,538.710043927445,0.416901385357012,0.5,0
"lambda_fixo_0.5","fixed",NA,2,0.5,551,552,1103,0.396616672488242,713.447314688083,563.491113077151,0.357211381250021,0.5,0
"lambda_fixo_0.5","fixed",NA,3,0.5,551,552,1103,0.504670516449721,631.803156292841,506.188863068829,0.472793125010223,0.5,0
"lambda_fixo_0.5","fixed",NA,4,0.5,551,552,1103,0.509776724621953,687.26909277922,526.437750525108,0.466006507577676,0.5,0
"lambda_fixo_0.5","fixed",NA,5,0.5,551,552,1103,0.437859990583049,764.609789434327,617.468418925454,0.357009449404949,0.5,0
"lambda_fixo_0.5","fixed",NA,6,0.5,551,552,1103,0.462261389295509,699.256550453573,530.985125586726,0.372179977162136,0.5,0
"lambda_fixo_0.5","fixed",NA,7,0.5,551,552,1103,0.336167209238999,809.624843984583,640.534590251373,0.288495868885646,0.5,0
"lambda_fixo_0.5","fixed",NA,8,0.5,551,552,1103,0.480169787903044,640.175985498633,516.749293596372,0.476305716778907,0.5,0
"lambda_fixo_0.5","fixed",NA,9,0.5,551,552,1103,0.398938619880765,726.546733468229,575.094093160793,0.334176766565196,0.5,0
"lambda_fixo_0.5","fixed",NA,10,0.5,551,552,1103,0.38093565440927,741.217474759937,585.685109381076,0.33069769901438,0.5,0
"lambda_fixo_0.5","fixed",NA,11,0.5,551,552,1103,0.539597132482824,656.622754040559,518.388200391892,0.481471752550494,0.5,0
"lambda_fixo_0.5","fixed",NA,12,0.5,551,552,1103,0.477720142344014,685.562322722543,557.702600356491,0.408906144840053,0.5,0
"lambda_fixo_0.5","fixed",NA,13,0.5,551,552,1103,0.481000344158908,717.059810884424,583.186333477242,0.390616236094754,0.5,0
"lambda_fixo_0.5","fixed",NA,14,0.5,551,552,1103,0.505329477396506,699.401428672861,553.467110804542,0.402919030493304,0.5,0
"lambda_fixo_0.5","fixed",NA,15,0.5,551,552,1103,0.391952212077115,711.73696707427,574.180280252667,0.346276596976982,0.5,0
"lambda_fixo_0.5","fixed",NA,16,0.5,551,552,1103,0.467383070930454,678.28108464335,539.79881841273,0.429662869595058,0.5,0
"lambda_fixo_0.5","fixed",NA,17,0.5,551,552,1103,0.482686644716316,675.689594858928,551.386277796443,0.449159791320311,0.5,0
"lambda_fixo_0.5","fixed",NA,18,0.5,551,552,1103,0.453701761718554,705.376480477174,568.505987979626,0.367551083633174,0.5,0
"lambda_fixo_0.5","fixed",NA,19,0.5,551,552,1103,0.478407344789605,708.266618934148,568.494840883168,0.392385120887992,0.5,0
"lambda_fixo_0.5","fixed",NA,20,0.5,551,552,1103,0.459351840136868,687.220773188746,552.522294175785,0.431550261128724,0.5,0
"lambda_fixo_0.5","fixed",NA,21,0.5,551,552,1103,0.387879005511882,796.314059581483,626.448342310675,0.307950897553592,0.5,0
"lambda_fixo_0.5","fixed",NA,22,0.5,551,552,1103,0.549627735272465,646.845311429642,501.074179426713,0.447027994023697,0.5,0
"lambda_fixo_0.5","fixed",NA,23,0.5,551,552,1103,0.311290533324032,758.505699147563,615.773945928723,0.281206594671862,0.5,0
"lambda_fixo_0.5","fixed",NA,24,0.5,551,552,1103,0.417675046134739,689.723389250476,527.674491902698,0.388020894446685,0.5,0
"lambda_fixo_0.5","fixed",NA,25,0.5,551,552,1103,0.442742237428415,706.895408601943,561.954264426894,0.400424386843859,0.5,0
"lambda_fixo_0.5","fixed",NA,26,0.5,551,552,1103,0.317890911854051,735.674593472096,591.180892727136,0.300898355828644,0.5,0
"lambda_fixo_0.5","fixed",NA,27,0.5,551,552,1103,0.478339395428252,694.258890964718,548.825120863325,0.402378199721717,0.5,0
"lambda_fixo_0.5","fixed",NA,28,0.5,551,552,1103,0.527818626160956,660.671758237562,520.486133500301,0.488912772257671,0.5,0
"lambda_fixo_0.5","fixed",NA,29,0.5,551,552,1103,0.452598664879193,693.556234329401,556.228683304291,0.399907272009406,0.5,0
"lambda_fixo_0.5","fixed",NA,30,0.5,551,552,1103,0.412222611329042,691.858924595526,556.208733792489,0.368258119295598,0.5,0
"lambda_fixo_0.5","fixed",NA,1,0.75,827,276,1103,0.629527629517288,495.086736067843,389.660662254945,0.903889352033553,0.5,0
"lambda_fixo_0.5","fixed",NA,2,0.75,827,276,1103,0.647870073869913,468.727164868918,369.627845766627,0.889256414308351,0.5,0
"lambda_fixo_0.5","fixed",NA,3,0.75,827,276,1103,0.707503934273238,434.367470245146,344.870906230689,0.983328636141758,0.5,0
"lambda_fixo_0.5","fixed",NA,4,0.75,827,276,1103,0.671680736937262,497.883894982849,393.025256990291,0.878788790105436,0.5,0
"lambda_fixo_0.5","fixed",NA,5,0.75,827,276,1103,0.619297294668894,509.237397197962,416.598514988983,0.833202416035057,0.5,0
"lambda_fixo_0.5","fixed",NA,6,0.75,827,276,1103,0.623793677827412,474.543241558203,373.823843339095,0.782235340851968,0.5,0
"lambda_fixo_0.5","fixed",NA,7,0.75,827,276,1103,0.643372761926124,497.008098606919,401.872401524088,0.87277585442226,0.5,0
"lambda_fixo_0.5","fixed",NA,8,0.75,827,276,1103,0.654631375235488,472.871451867571,378.749042550642,0.949508209115171,0.5,0
"lambda_fixo_0.5","fixed",NA,9,0.75,827,276,1103,0.61411313470615,485.217981164268,387.067490129759,0.769828446332417,0.5,0
"lambda_fixo_0.5","fixed",NA,10,0.75,827,276,1103,0.609243158704148,495.084666846929,393.397485759676,0.815480254919244,0.5,0
"lambda_fixo_0.5","fixed",NA,11,0.75,827,276,1103,0.672572423676859,477.600981228572,374.510986076334,0.885650228853633,0.5,0
"lambda_fixo_0.5","fixed",NA,12,0.75,827,276,1103,0.616565687732946,486.261198360568,375.290328386769,0.841324907143337,0.5,0
"lambda_fixo_0.5","fixed",NA,13,0.75,827,276,1103,0.682495208187819,456.874752229403,363.81568834243,0.894350107097527,0.5,0
"lambda_fixo_0.5","fixed",NA,14,0.75,827,276,1103,0.641347170895143,479.763380085343,377.160797293247,0.79977473969382,0.5,0
"lambda_fixo_0.5","fixed",NA,15,0.75,827,276,1103,0.600314303080879,488.110051998777,391.952530293571,0.829870776950257,0.5,0
"lambda_fixo_0.5","fixed",NA,16,0.75,827,276,1103,0.689660188012769,454.863831857086,354.985109008478,0.967209161776245,0.5,0
"lambda_fixo_0.5","fixed",NA,17,0.75,827,276,1103,0.643076846832906,492.315768899464,392.605902783472,0.868621482254867,0.5,0
"lambda_fixo_0.5","fixed",NA,18,0.75,827,276,1103,0.629439807049575,474.336668038312,387.535956168692,0.778106650971946,0.5,0
"lambda_fixo_0.5","fixed",NA,19,0.75,827,276,1103,0.635343927758272,480.254400909944,374.314780139334,0.862838102479598,0.5,0
"lambda_fixo_0.5","fixed",NA,20,0.75,827,276,1103,0.628500100073473,507.309972991524,393.368593967944,0.806222151871507,0.5,0
"lambda_fixo_0.5","fixed",NA,21,0.75,827,276,1103,0.659134939761153,470.357787608693,367.221876623637,0.929868284450329,0.5,0
"lambda_fixo_0.5","fixed",NA,22,0.75,827,276,1103,0.66072869561441,456.735346691759,366.376928237221,0.840120193148072,0.5,0
"lambda_fixo_0.5","fixed",NA,23,0.75,827,276,1103,0.607591376162142,491.234251351458,398.497472860299,0.832393176084504,0.5,0
"lambda_fixo_0.5","fixed",NA,24,0.75,827,276,1103,0.605128832705674,484.412843092262,382.523082677734,0.852416641606131,0.5,0
"lambda_fixo_0.5","fixed",NA,25,0.75,827,276,1103,0.633861405442744,490.927894513934,382.390830876741,0.927515676878661,0.5,0
"lambda_fixo_0.5","fixed",NA,26,0.75,827,276,1103,0.559567350584409,519.310201135285,419.006864099854,0.761631164587584,0.5,0
"lambda_fixo_0.5","fixed",NA,27,0.75,827,276,1103,0.695661478922502,442.168879281083,340.362805757816,0.944104983075177,0.5,0
"lambda_fixo_0.5","fixed",NA,28,0.75,827,276,1103,0.649268678387591,498.917998844968,391.548666272675,0.890548739947285,0.5,0
"lambda_fixo_0.5","fixed",NA,29,0.75,827,276,1103,0.649429233508106,477.338406223334,372.326136400364,0.81457469701763,0.5,0
"lambda_fixo_0.5","fixed",NA,30,0.75,827,276,1103,0.585202234131839,493.216800471893,391.934143883601,0.777475176847103,0.5,0
"beta_alpha_0.1","beta",0.1,1,0.25,275,828,1103,0.355023784448396,836.47015731185,651.129550451099,0.27668319208633,0.501630764646746,0.454843467996325
"beta_alpha_0.1","beta",0.1,2,0.25,275,828,1103,0.411272027654471,654.786175252959,525.439655581467,0.42447690388598,0.492544095974185,0.457262973982882
"beta_alpha_0.1","beta",0.1,3,0.25,275,828,1103,0.572472031270245,585.232230357854,466.222392230153,0.540341047050925,0.489894276507541,0.460749928265262
"beta_alpha_0.1","beta",0.1,4,0.25,275,828,1103,0.516996732265514,640.702047720354,493.392571533513,0.566765389870216,0.493950862645243,0.455117691318296
"beta_alpha_0.1","beta",0.1,5,0.25,275,828,1103,0.403939083891622,747.036839929007,615.643965629372,0.37089072914604,0.486974262823902,0.455876505090134
"beta_alpha_0.1","beta",0.1,6,0.25,275,828,1103,0.408348638027789,653.249558583294,507.522694756878,0.399065799541231,0.491112163185004,0.461931451961258
"beta_alpha_0.1","beta",0.1,7,0.25,275,828,1103,0.405070858020779,768.224090664201,620.805138822012,0.348082877917811,0.503980364202411,0.460239396184889
"beta_alpha_0.1","beta",0.1,8,0.25,275,828,1103,0.414995351836538,689.428667743577,554.657333181623,0.40091084646791,0.519052780722852,0.455651575674168
"beta_alpha_0.1","beta",0.1,9,0.25,275,828,1103,0.413917559760021,674.097090089393,547.790625727448,0.384754186827376,0.512662401897671,0.45670760119559
"beta_alpha_0.1","beta",0.1,10,0.25,275,828,1103,0.348364990521712,717.713551369581,586.724975647348,0.333847285969308,0.508898009744025,0.460054334313205
"beta_alpha_0.1","beta",0.1,11,0.25,275,828,1103,0.477422155243205,648.968989356618,530.325756720194,0.4886404008338,0.466878392083823,0.454035421237566
"beta_alpha_0.1","beta",0.1,12,0.25,275,828,1103,0.366231259814379,744.468596362185,586.960141724769,0.321600523602729,0.490803887035757,0.455177736346329
"beta_alpha_0.1","beta",0.1,13,0.25,275,828,1103,0.364759638821968,716.310590448116,565.052765788578,0.348700760450887,0.482096217490836,0.464084549626745
"beta_alpha_0.1","beta",0.1,14,0.25,275,828,1103,0.394450163679419,733.560012163115,592.607503397329,0.340010499828583,0.485480186162715,0.457655428846927
"beta_alpha_0.1","beta",0.1,15,0.25,275,828,1103,0.366234834490891,673.893138693562,550.365286571115,0.371732769912823,0.492866241044423,0.454014230533138
"beta_alpha_0.1","beta",0.1,16,0.25,275,828,1103,0.549201554259093,643.900094697412,501.417036833004,0.480409435503491,0.502083848916372,0.45334899944159
"beta_alpha_0.1","beta",0.1,17,0.25,275,828,1103,0.46870615480872,732.589347391915,582.637578555933,0.398764719845404,0.499198427229373,0.460627117491974
"beta_alpha_0.1","beta",0.1,18,0.25,275,828,1103,0.390890597951737,746.91021243967,598.876670724483,0.313614522946693,0.476624552352304,0.458693266258119
"beta_alpha_0.1","beta",0.1,19,0.25,275,828,1103,0.431796581714394,696.679176229305,565.113368390569,0.387557584043759,0.494935853631314,0.458465247549375
"beta_alpha_0.1","beta",0.1,20,0.25,275,828,1103,0.507545287290367,629.141097746235,494.828387721422,0.511319659770269,0.495989104059478,0.460820340905241
"beta_alpha_0.1","beta",0.1,21,0.25,275,828,1103,0.416973917816136,696.01209995601,552.191746190026,0.392374555704364,0.493578647756078,0.459081746717023
"beta_alpha_0.1","beta",0.1,22,0.25,275,828,1103,0.418215917281533,713.821069765454,577.443321462677,0.351932134825519,0.514835324157164,0.45556478502416
"beta_alpha_0.1","beta",0.1,23,0.25,275,828,1103,0.307519505818195,773.531799489526,605.424486305405,0.269442108706497,0.502581632276521,0.455429582504816
"beta_alpha_0.1","beta",0.1,24,0.25,275,828,1103,0.437171838972649,685.569318631869,530.411725315986,0.398880730384764,0.500331002936929,0.4601980867772
"beta_alpha_0.1","beta",0.1,25,0.25,275,828,1103,0.467032281668076,623.867680139948,484.837977603793,0.525833405868808,0.521551839983158,0.454260415064346
"beta_alpha_0.1","beta",0.1,26,0.25,275,828,1103,0.358476803357128,682.126480237964,541.26185227743,0.372994778227974,0.495645717551312,0.453362676466678
"beta_alpha_0.1","beta",0.1,27,0.25,275,828,1103,0.45561578987361,649.220018959813,521.130456581102,0.44536889769637,0.496175903148547,0.453495150793752
"beta_alpha_0.1","beta",0.1,28,0.25,275,828,1103,0.492056945314801,666.825358336924,521.244251568065,0.478636102439164,0.497636848726335,0.455939608664255
"beta_alpha_0.1","beta",0.1,29,0.25,275,828,1103,0.430864613804702,713.011611651192,560.836493999469,0.373839970327136,0.500922416746532,0.457111469050553
"beta_alpha_0.1","beta",0.1,30,0.25,275,828,1103,0.360544342518822,707.973130616986,566.619767478901,0.33172001725107,0.503399744343755,0.452937728851679
"beta_alpha_0.1","beta",0.1,1,0.5,551,552,1103,0.458077079885467,720.65896952369,563.032760572894,0.395081848493906,0.48100950407828,0.457062564524626
"beta_alpha_0.1","beta",0.1,2,0.5,551,552,1103,0.39509012711376,713.615115047749,570.600290401414,0.354629560125765,0.492909701562353,0.455504790880009
"beta_alpha_0.1","beta",0.1,3,0.5,551,552,1103,0.513101051948466,634.156916485543,501.685928685341,0.471134377684314,0.517031641850388,0.458071570884447
"beta_alpha_0.1","beta",0.1,4,0.5,551,552,1103,0.486122102719027,705.083436929801,543.736256410242,0.443494951185047,0.492365027348466,0.458914964926366
"beta_alpha_0.1","beta",0.1,5,0.5,551,552,1103,0.393574935435552,753.383024441644,606.673122719234,0.346909642439484,0.529451224314912,0.459842521167669
"beta_alpha_0.1","beta",0.1,6,0.5,551,552,1103,0.439076459721099,694.688714096152,530.169592042014,0.368880823151578,0.528089262979071,0.456186864441408
"beta_alpha_0.1","beta",0.1,7,0.5,551,552,1103,0.340772187738413,803.480871546432,619.692877185407,0.294993110399456,0.504628754673296,0.458458009376332
"beta_alpha_0.1","beta",0.1,8,0.5,551,552,1103,0.429076814546604,675.918205213151,538.000904007035,0.418466997071666,0.539389920846308,0.448346388699918
"beta_alpha_0.1","beta",0.1,9,0.5,551,552,1103,0.386873337726818,746.292912119555,589.644694573604,0.315627276238443,0.482393006685855,0.452602968836913
"beta_alpha_0.1","beta",0.1,10,0.5,551,552,1103,0.410900437473983,705.201745783003,566.55834295589,0.371341283638838,0.495411079759405,0.456426308533975
"beta_alpha_0.1","beta",0.1,11,0.5,551,552,1103,0.562220132656039,639.188474575748,504.884002760029,0.503243193617737,0.489709537358905,0.458675690940516
"beta_alpha_0.1","beta",0.1,12,0.5,551,552,1103,0.438920794673459,704.901159642625,565.583300673953,0.381725946168237,0.481081851315053,0.459602436333254
"beta_alpha_0.1","beta",0.1,13,0.5,551,552,1103,0.504870483685625,692.297259496388,565.958233845567,0.417420681224831,0.514286668169292,0.462043284057063
"beta_alpha_0.1","beta",0.1,14,0.5,551,552,1103,0.50830313510152,702.661289182405,561.59850632241,0.402980733196188,0.450015032912743,0.457504975581757
"beta_alpha_0.1","beta",0.1,15,0.5,551,552,1103,0.415963261450407,724.721511669046,595.301494262754,0.346096254639595,0.488574402756281,0.455571843408567
"beta_alpha_0.1","beta",0.1,16,0.5,551,552,1103,0.504870464134899,657.557470353903,528.718776307936,0.459955082131377,0.483693055115162,0.46024574231301
"beta_alpha_0.1","beta",0.1,17,0.5,551,552,1103,0.513621592667468,641.56825044234,507.966083905772,0.495321700766156,0.53813836580702,0.451898803095336
"beta_alpha_0.1","beta",0.1,18,0.5,551,552,1103,0.473971359886928,688.933350372969,550.818181716827,0.386079789508291,0.523310896170464,0.454093152050329
"beta_alpha_0.1","beta",0.1,19,0.5,551,552,1103,0.490174362351935,680.412567562387,544.345337096183,0.420972701130052,0.467584852287562,0.455829187738114
"beta_alpha_0.1","beta",0.1,20,0.5,551,552,1103,0.473540606755268,681.078940397626,543.714036660746,0.438207753381263,0.521106158949462,0.456674410235555
"beta_alpha_0.1","beta",0.1,21,0.5,551,552,1103,0.348594159597166,838.601816653243,654.606627750147,0.266363528505739,0.522604312030665,0.456315698047785
"beta_alpha_0.1","beta",0.1,22,0.5,551,552,1103,0.541652197047164,667.327583523088,521.293200451265,0.426968676413974,0.487977217644103,0.450086608707139
"beta_alpha_0.1","beta",0.1,23,0.5,551,552,1103,0.331179859957668,738.916720918112,595.352725297099,0.304820097898936,0.528815620977506,0.454672234121587
"beta_alpha_0.1","beta",0.1,24,0.5,551,552,1103,0.422114616724776,686.528699844991,531.974053423127,0.385971379773038,0.507251498926081,0.461819497546293
"beta_alpha_0.1","beta",0.1,25,0.5,551,552,1103,0.441675080684454,667.878747505006,531.099144034083,0.444179310738782,0.49829500611345,0.45486052090991
"beta_alpha_0.1","beta",0.1,26,0.5,551,552,1103,0.334525132356412,735.054894940455,578.314513823919,0.309921148005732,0.508772706730693,0.45931205202831
"beta_alpha_0.1","beta",0.1,27,0.5,551,552,1103,0.515367526387612,659.304389952497,532.049911940821,0.444264858951525,0.52781575537761,0.45343118725799
"beta_alpha_0.1","beta",0.1,28,0.5,551,552,1103,0.507021674194468,681.809446623242,544.757745593073,0.462723709232518,0.501032500250896,0.453945191709849
"beta_alpha_0.1","beta",0.1,29,0.5,551,552,1103,0.43382704719108,706.567383983202,559.776625702233,0.380681719765537,0.532853266519087,0.456955402903501
"beta_alpha_0.1","beta",0.1,30,0.5,551,552,1103,0.382003879614639,703.521967497854,560.055577350168,0.342779162323793,0.507824030114396,0.458233248803725
"beta_alpha_0.1","beta",0.1,1,0.75,827,276,1103,0.636168503573113,491.046229451934,388.882878935103,0.920278908221079,0.54510308133307,0.452703568462818
"beta_alpha_0.1","beta",0.1,2,0.75,827,276,1103,0.6336262708417,475.59278218695,373.719215475818,0.886426271493932,0.471394554553504,0.456374077044126
"beta_alpha_0.1","beta",0.1,3,0.75,827,276,1103,0.705605269498572,436.667511133507,347.164333691592,0.958938407426249,0.476950923848631,0.463277938102625
"beta_alpha_0.1","beta",0.1,4,0.75,827,276,1103,0.665994114123916,500.880411803121,393.653007291322,0.869702007171554,0.47166713685542,0.455076942712933
"beta_alpha_0.1","beta",0.1,5,0.75,827,276,1103,0.611233619799797,516.77866866729,427.516190135713,0.797782438531253,0.458304112210995,0.453917228911425
"beta_alpha_0.1","beta",0.1,6,0.75,827,276,1103,0.616882985357584,480.737383145365,381.640604439892,0.757396671543461,0.490230429604658,0.459498367209773
"beta_alpha_0.1","beta",0.1,7,0.75,827,276,1103,0.625094115069641,510.33423535837,410.230531435839,0.824345001259134,0.487250561046245,0.464815571230168
"beta_alpha_0.1","beta",0.1,8,0.75,827,276,1103,0.640513377477527,480.535446013893,383.580125666331,0.931337672118208,0.49982436164467,0.457534081484254
"beta_alpha_0.1","beta",0.1,9,0.75,827,276,1103,0.617639688743914,485.813951804238,388.75281558651,0.756881503757604,0.455171880317603,0.458627424736574
"beta_alpha_0.1","beta",0.1,10,0.75,827,276,1103,0.600206846595786,500.266264849179,401.282538027829,0.801755234433112,0.507059953814871,0.461161239057691
"beta_alpha_0.1","beta",0.1,11,0.75,827,276,1103,0.672375466888273,478.519888439531,374.521910492221,0.874094554315008,0.534764300672256,0.45861017357936
"beta_alpha_0.1","beta",0.1,12,0.75,827,276,1103,0.595845949607356,502.008196642837,390.642351940837,0.775148442636165,0.494935085752406,0.448408853575237
"beta_alpha_0.1","beta",0.1,13,0.75,827,276,1103,0.677690507390364,459.323431190165,362.320551695317,0.90188022838902,0.52676703468934,0.454807794732702
"beta_alpha_0.1","beta",0.1,14,0.75,827,276,1103,0.645649726905754,480.553404087365,375.197725843569,0.779064048255882,0.502502511740279,0.452694045270691
"beta_alpha_0.1","beta",0.1,15,0.75,827,276,1103,0.595013027729444,491.130518097925,394.621385294087,0.822391361453029,0.540393257373523,0.460158127066805
"beta_alpha_0.1","beta",0.1,16,0.75,827,276,1103,0.684431034044768,457.784406941115,358.436918474824,0.96921314198327,0.500580633559879,0.451809064685377
"beta_alpha_0.1","beta",0.1,17,0.75,827,276,1103,0.647460955566274,491.006171186095,388.18378841678,0.853950207919422,0.478794995063964,0.463755813894205
"beta_alpha_0.1","beta",0.1,18,0.75,827,276,1103,0.613741749203907,488.110178161597,399.340471972008,0.73162759205552,0.516033106489694,0.456561097308963
"beta_alpha_0.1","beta",0.1,19,0.75,827,276,1103,0.629940152010535,483.074966381216,375.353377798081,0.862363674520882,0.527397334817748,0.451242056981743
"beta_alpha_0.1","beta",0.1,20,0.75,827,276,1103,0.621555331582467,516.523678040064,400.229836596258,0.762345130096377,0.536149057135751,0.451668888489659
"beta_alpha_0.1","beta",0.1,21,0.75,827,276,1103,0.650756470834811,475.952487522829,374.787365942512,0.901626375532174,0.50958204074741,0.455731760612586
"beta_alpha_0.1","beta",0.1,22,0.75,827,276,1103,0.659094879606536,459.680459029856,368.021012065593,0.818745223747948,0.46153597879416,0.459199596642032
"beta_alpha_0.1","beta",0.1,23,0.75,827,276,1103,0.58720442093501,506.392970593524,410.62015183489,0.768983530881233,0.491840631147274,0.467576281389694
"beta_alpha_0.1","beta",0.1,24,0.75,827,276,1103,0.590397134451061,493.296542820157,391.702552730094,0.806595678742598,0.502746708523766,0.46033244579368
