"versao_BGLR","n_individuos","media_diagonal_G","c_G","varU_media_posterior","varE_media_posterior","V_G_plugin","h2_G_plugin","R_Ge_plugin","alpha_pop","R_Ge_mediana","R_Ge_q025","R_Ge_q975","h2_G_media","h2_G_mediana","h2_G_q025","h2_G_q975","seed_oracle","nIter","burnIn","thin_oracle"
"1.1.4",1379,1.86177785785324,1.86312892959334,176505.531725495,167346.670792128,328852.562391025,0.662742987895028,1.40181943451304,1.40104090407217,1.3967258846065,1.22525854921466,1.61256483628568,0.660672779790872,0.661113807312532,0.600201193449985,0.722250407607637,310000,10000,5000,5
