proporcao_pool,mean_delta_cor,sd_delta_cor,se_NB,ic90_inf,ic90_sup,p_inferior,p_superior,p_TOST,equivalente
0.25,-0.13201191,0.03527157334076063,0.018782236598879114,-0.1639253158239021,-0.10009850417609792,0.9999266174809147,6.698969958954572e-11,0.9999266174809147,False
0.5,-0.05079472666666666,0.020550763563261035,0.010943353725781629,-0.06938887474305827,-0.03220057859027505,0.5286971983088351,2.060256795395317e-10,0.5286971983088351,False
0.75,-0.01728736666666666,0.010607247824607658,0.0056483966955478745,-0.026884710148654553,-0.0076900231846787695,1.4131739684009048e-06,5.409071505721571e-13,1.4131739684009048e-06,True
